Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,5,101.0,shortness of breath,sweats,swelling in neck,anthrax
cow,1,104.9,difficulty walking,loss of appetite,sores on hooves,foot and mouth
buffalo,6,101.3,sweats,shortness of breath,swelling in extremities,anthrax
sheep,5,102.2,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
goat,4,101.3,crackling sound,nasal discharge,depression,pneumonia
cow,11,101.4,chest discomfort,sweats,swelling in extremities,anthrax
sheep,5,100.6,loss of appetite,painless lumps,depression,lumpy virus
sheep,5,101.4,swelling in abdomen,shortness of breath,chest discomfort,anthrax
cow,3,104.2,blisters on gums,difficulty walking,loss of appetite,foot and mouth
sheep,7,100.7,loss of appetite,lameness,sores on hooves,foot and mouth
cow,7,100.6,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,7,100.4,swelling in abdomen,chest discomfort,sweats,anthrax
goat,6,100.2,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,3,104.4,chills,sweats,fatigue,anthrax
goat,7,101.8,sores on mouth,loss of appetite,difficulty walking,foot and mouth
goat,3,101.5,shortness of breath,loss of appetite,crackling sound,pneumonia
sheep,10,102.7,painless lumps,loss of appetite,depression,lumpy virus
cow,11,100.8,loss of appetite,painless lumps,depression,lumpy virus
cow,8,102.6,depression,crackling sound,loss of appetite,blackleg
cow,5,104.4,swelling in muscle,depression,crackling sound,blackleg
cow,2,103.2,chills,sweats,shortness of breath,anthrax
goat,10,100.4,loss of appetite,lameness,blisters on gums,foot and mouth
buffalo,4,103.3,depression,shortness of breath,chest discomfort,pneumonia
goat,4,103.2,sweats,chest discomfort,shortness of breath,anthrax
buffalo,1,100.6,difficulty walking,swelling in limb,loss of appetite,blackleg
sheep,4,104.6,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,2,103.7,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,3,104.5,painless lumps,depression,loss of appetite,lumpy virus
cow,4,103.5,painless lumps,loss of appetite,depression,lumpy virus
cow,1,101.3,lameness,depression,swelling in muscle,blackleg
buffalo,12,100.1,shortness of breath,loss of appetite,cough,pneumonia
buffalo,9,100.1,loss of appetite,painless lumps,depression,lumpy virus
sheep,5,100.8,crackling sound,depression,difficulty walking,blackleg
sheep,8,101.6,loss of appetite,painless lumps,depression,lumpy virus
sheep,3,102.0,swelling in limb,depression,loss of appetite,blackleg
sheep,7,102.0,swelling in extremities,chills,shortness of breath,anthrax
goat,5,104.3,fatigue,chest discomfort,swelling in abdomen,anthrax
cow,14,100.4,depression,painless lumps,loss of appetite,lumpy virus
goat,6,100.5,chest discomfort,chills,fatigue,anthrax
buffalo,7,102.6,loss of appetite,lameness,swelling in limb,blackleg
goat,8,101.4,painless lumps,loss of appetite,depression,lumpy virus
sheep,7,100.2,chest discomfort,sweats,shortness of breath,anthrax
sheep,7,100.4,depression,loss of appetite,crackling sound,pneumonia
sheep,6,101.6,blisters on hooves,lameness,loss of appetite,foot and mouth
sheep,7,104.0,loss of appetite,nasal discharge,shortness of breath,pneumonia
cow,6,100.2,loss of appetite,lameness,sores on hooves,foot and mouth
cow,14,100.7,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,10,102.1,lameness,swelling in limb,loss of appetite,blackleg
sheep,5,100.0,loss of appetite,blisters on gums,difficulty walking,foot and mouth
goat,9,101.5,depression,loss of appetite,painless lumps,lumpy virus
goat,3,100.3,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
cow,8,102.5,chest discomfort,nasal discharge,cough,pneumonia
cow,5,100.4,blisters on gums,loss of appetite,lameness,foot and mouth
cow,3,100.2,crackling sound,loss of appetite,lameness,blackleg
buffalo,9,102.1,swelling in neck,sweats,fatigue,anthrax
sheep,9,102.4,loss of appetite,blisters on mouth,lameness,foot and mouth
goat,2,103.0,fatigue,swelling in neck,shortness of breath,anthrax
buffalo,4,100.4,nasal discharge,shortness of breath,chest discomfort,pneumonia
goat,3,103.8,painless lumps,loss of appetite,depression,lumpy virus
goat,7,103.4,crackling sound,swelling in limb,difficulty walking,blackleg
goat,7,101.6,shortness of breath,chest discomfort,chills,anthrax
buffalo,1,101.5,difficulty walking,crackling sound,loss of appetite,blackleg
cow,10,102.5,depression,shortness of breath,loss of appetite,pneumonia
buffalo,1,102.2,depression,chest discomfort,nasal discharge,pneumonia
cow,8,100.1,depression,loss of appetite,crackling sound,blackleg
sheep,4,102.0,blisters on mouth,lameness,loss of appetite,foot and mouth
cow,14,100.9,painless lumps,depression,loss of appetite,lumpy virus
goat,10,101.3,cough,shortness of breath,loss of appetite,pneumonia
goat,5,104.8,loss of appetite,painless lumps,depression,lumpy virus
goat,4,102.8,lameness,sores on hooves,loss of appetite,foot and mouth
cow,1,101.5,difficulty walking,blisters on gums,loss of appetite,foot and mouth
cow,1,100.3,sweats,fatigue,chest discomfort,anthrax
buffalo,7,102.4,painless lumps,depression,loss of appetite,lumpy virus
goat,6,101.3,cough,loss of appetite,shortness of breath,pneumonia
sheep,7,100.2,chest discomfort,swelling in neck,sweats,anthrax
goat,1,101.6,swelling in limb,loss of appetite,difficulty walking,blackleg
sheep,2,100.5,swelling in neck,chest discomfort,sweats,anthrax
goat,10,103.5,crackling sound,swelling in limb,loss of appetite,blackleg
goat,4,102.9,swelling in abdomen,chills,fatigue,anthrax
cow,12,102.2,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
cow,7,104.5,loss of appetite,depression,painless lumps,lumpy virus
buffalo,14,100.7,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
sheep,3,101.1,chest discomfort,shortness of breath,depression,pneumonia
buffalo,12,100.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,8,101.9,painless lumps,loss of appetite,depression,lumpy virus
cow,9,100.2,painless lumps,loss of appetite,depression,lumpy virus
cow,8,104.0,swelling in abdomen,shortness of breath,fatigue,anthrax
cow,12,104.9,loss of appetite,painless lumps,depression,lumpy virus
sheep,6,104.2,depression,painless lumps,loss of appetite,lumpy virus
sheep,3,102.6,difficulty walking,sores on tongue,loss of appetite,foot and mouth
goat,3,100.8,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,5,104.7,chest discomfort,swelling in extremities,sweats,anthrax
sheep,10,102.1,loss of appetite,lameness,swelling in muscle,blackleg
buffalo,15,104.3,loss of appetite,painless lumps,depression,lumpy virus
goat,7,102.9,swelling in muscle,loss of appetite,difficulty walking,blackleg
buffalo,7,102.8,swelling in muscle,loss of appetite,crackling sound,blackleg
goat,4,102.7,depression,loss of appetite,lameness,blackleg
cow,10,102.6,blisters on tongue,loss of appetite,lameness,foot and mouth
buffalo,8,103.4,chest discomfort,shortness of breath,nasal discharge,pneumonia
buffalo,9,101.9,loss of appetite,painless lumps,depression,lumpy virus
cow,1,104.2,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
goat,9,102.6,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
sheep,2,100.7,depression,painless lumps,loss of appetite,lumpy virus
sheep,1,104.1,crackling sound,lameness,swelling in muscle,blackleg
sheep,6,102.9,loss of appetite,swelling in limb,crackling sound,blackleg
cow,10,102.5,depression,loss of appetite,swelling in muscle,blackleg
sheep,9,100.1,sweats,fatigue,swelling in neck,anthrax
cow,8,104.4,difficulty walking,depression,crackling sound,blackleg
sheep,5,102.1,depression,loss of appetite,lameness,blackleg
buffalo,9,103.3,loss of appetite,painless lumps,depression,lumpy virus
buffalo,8,100.5,depression,painless lumps,loss of appetite,lumpy virus
buffalo,3,102.7,loss of appetite,depression,lameness,blackleg
cow,10,103.0,loss of appetite,depression,painless lumps,lumpy virus
goat,2,101.1,painless lumps,depression,loss of appetite,lumpy virus
buffalo,14,104.8,loss of appetite,painless lumps,depression,lumpy virus
buffalo,7,101.9,chest discomfort,shortness of breath,fatigue,anthrax
sheep,10,100.6,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
cow,8,101.4,crackling sound,cough,depression,pneumonia
sheep,7,104.9,shortness of breath,swelling in extremities,fatigue,anthrax
sheep,4,103.2,chest discomfort,shortness of breath,swelling in abdomen,anthrax
buffalo,11,102.0,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,1,104.9,depression,loss of appetite,painless lumps,lumpy virus
cow,12,101.8,difficulty walking,crackling sound,depression,blackleg
buffalo,6,100.9,swelling in muscle,loss of appetite,lameness,blackleg
cow,15,101.0,cough,loss of appetite,crackling sound,pneumonia
buffalo,1,101.2,sores on mouth,loss of appetite,difficulty walking,foot and mouth
sheep,9,101.2,blisters on tongue,loss of appetite,lameness,foot and mouth
buffalo,9,101.8,crackling sound,chest discomfort,cough,pneumonia
cow,10,101.4,depression,loss of appetite,nasal discharge,pneumonia
cow,1,103.6,shortness of breath,cough,nasal discharge,pneumonia
sheep,3,102.6,painless lumps,loss of appetite,depression,lumpy virus
goat,7,102.4,sweats,chills,shortness of breath,anthrax
cow,11,100.1,crackling sound,nasal discharge,depression,pneumonia
buffalo,14,102.9,shortness of breath,chest discomfort,swelling in neck,anthrax
buffalo,15,104.8,shortness of breath,chest discomfort,fatigue,anthrax
sheep,5,101.9,painless lumps,loss of appetite,depression,lumpy virus
goat,3,100.9,depression,crackling sound,swelling in muscle,blackleg
buffalo,4,101.0,blisters on gums,loss of appetite,lameness,foot and mouth
goat,5,104.0,difficulty walking,loss of appetite,swelling in limb,blackleg
goat,5,104.8,difficulty walking,loss of appetite,sores on mouth,foot and mouth
buffalo,13,102.1,lameness,loss of appetite,crackling sound,blackleg
buffalo,1,100.5,sores on tongue,loss of appetite,difficulty walking,foot and mouth
goat,6,100.7,fatigue,chills,sweats,anthrax
sheep,8,101.5,swelling in muscle,loss of appetite,depression,blackleg
buffalo,9,100.8,loss of appetite,crackling sound,lameness,blackleg
goat,2,101.2,shortness of breath,sweats,chills,anthrax
sheep,6,102.4,painless lumps,loss of appetite,depression,lumpy virus
cow,12,102.4,loss of appetite,cough,depression,pneumonia
cow,11,103.7,difficulty walking,swelling in limb,loss of appetite,blackleg
buffalo,9,103.1,blisters on hooves,lameness,loss of appetite,foot and mouth
sheep,2,103.6,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,4,101.8,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
sheep,7,103.4,chills,sweats,swelling in abdomen,anthrax
buffalo,15,100.3,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,4,101.2,loss of appetite,depression,painless lumps,lumpy virus
goat,1,102.3,loss of appetite,cough,nasal discharge,pneumonia
buffalo,1,103.2,chest discomfort,crackling sound,nasal discharge,pneumonia
sheep,4,101.6,painless lumps,loss of appetite,depression,lumpy virus
cow,6,100.4,crackling sound,lameness,swelling in limb,blackleg
buffalo,11,101.9,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,3,100.4,cough,shortness of breath,nasal discharge,pneumonia
goat,3,102.9,cough,crackling sound,shortness of breath,pneumonia
goat,2,102.2,cough,nasal discharge,depression,pneumonia
goat,6,100.6,shortness of breath,crackling sound,cough,pneumonia
sheep,8,103.6,fatigue,chest discomfort,chills,anthrax
cow,9,104.6,loss of appetite,depression,swelling in muscle,blackleg
sheep,7,103.5,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
sheep,8,101.9,swelling in limb,loss of appetite,crackling sound,blackleg
sheep,4,100.9,loss of appetite,chest discomfort,crackling sound,pneumonia
goat,1,103.6,fatigue,chest discomfort,swelling in extremities,anthrax
buffalo,15,103.5,painless lumps,loss of appetite,depression,lumpy virus
buffalo,15,104.5,loss of appetite,crackling sound,cough,pneumonia
goat,8,102.9,loss of appetite,crackling sound,swelling in limb,blackleg
sheep,8,102.6,chills,swelling in neck,fatigue,anthrax
buffalo,10,102.2,depression,loss of appetite,painless lumps,lumpy virus
cow,3,102.7,loss of appetite,sores on tongue,difficulty walking,foot and mouth
sheep,1,102.3,chest discomfort,shortness of breath,chills,anthrax
cow,3,101.8,depression,shortness of breath,chest discomfort,pneumonia
cow,13,103.5,fatigue,swelling in extremities,sweats,anthrax
buffalo,5,103.0,lameness,loss of appetite,sores on mouth,foot and mouth
sheep,9,100.1,fatigue,swelling in extremities,shortness of breath,anthrax
buffalo,6,102.4,shortness of breath,crackling sound,loss of appetite,pneumonia
goat,6,104.5,lameness,loss of appetite,blisters on tongue,foot and mouth
goat,9,102.0,depression,loss of appetite,painless lumps,lumpy virus
goat,9,100.4,lameness,depression,crackling sound,blackleg
buffalo,2,101.2,depression,loss of appetite,painless lumps,lumpy virus
sheep,1,100.9,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,1,103.1,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,2,104.5,shortness of breath,chest discomfort,swelling in neck,anthrax
sheep,6,100.6,difficulty walking,depression,crackling sound,blackleg
cow,5,100.3,chest discomfort,chills,sweats,anthrax
cow,4,101.2,cough,nasal discharge,shortness of breath,pneumonia
cow,12,104.1,shortness of breath,chest discomfort,chills,anthrax
buffalo,8,101.6,nasal discharge,depression,cough,pneumonia
goat,10,101.3,loss of appetite,depression,crackling sound,blackleg
cow,10,103.2,depression,loss of appetite,painless lumps,lumpy virus
sheep,10,104.0,painless lumps,loss of appetite,depression,lumpy virus
goat,5,100.5,lameness,depression,swelling in muscle,blackleg
cow,13,102.4,shortness of breath,fatigue,swelling in neck,anthrax
cow,2,101.5,crackling sound,depression,nasal discharge,pneumonia
sheep,6,104.2,blisters on gums,loss of appetite,lameness,foot and mouth
cow,8,104.7,fatigue,shortness of breath,sweats,anthrax
goat,7,100.7,depression,crackling sound,loss of appetite,pneumonia
goat,3,104.9,sores on gums,loss of appetite,lameness,foot and mouth
sheep,7,100.7,loss of appetite,sores on mouth,lameness,foot and mouth
cow,6,102.2,loss of appetite,crackling sound,swelling in muscle,blackleg
sheep,10,102.6,chest discomfort,swelling in neck,shortness of breath,anthrax
sheep,4,100.6,depression,crackling sound,loss of appetite,pneumonia
buffalo,2,103.8,difficulty walking,crackling sound,depression,blackleg
cow,2,102.7,difficulty walking,sores on gums,loss of appetite,foot and mouth
sheep,7,103.8,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
cow,5,101.6,loss of appetite,depression,swelling in muscle,blackleg
cow,1,103.0,sores on hooves,lameness,loss of appetite,foot and mouth
goat,6,101.2,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
sheep,7,100.5,loss of appetite,painless lumps,depression,lumpy virus
cow,5,101.2,depression,loss of appetite,swelling in muscle,blackleg
sheep,4,100.8,painless lumps,depression,loss of appetite,lumpy virus
cow,2,101.2,depression,shortness of breath,cough,pneumonia
sheep,8,103.9,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
sheep,4,104.7,sores on hooves,loss of appetite,difficulty walking,foot and mouth
sheep,5,102.6,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
cow,12,104.9,chest discomfort,nasal discharge,crackling sound,pneumonia
cow,6,101.7,difficulty walking,loss of appetite,sores on hooves,foot and mouth
goat,3,100.1,fatigue,chest discomfort,chills,anthrax
goat,3,102.3,crackling sound,loss of appetite,difficulty walking,blackleg
sheep,6,102.9,loss of appetite,blisters on gums,difficulty walking,foot and mouth
sheep,3,104.9,loss of appetite,lameness,blisters on mouth,foot and mouth
sheep,9,104.2,chest discomfort,crackling sound,loss of appetite,pneumonia
sheep,5,101.7,sweats,chest discomfort,fatigue,anthrax
buffalo,15,102.2,crackling sound,loss of appetite,chest discomfort,pneumonia
sheep,6,102.8,blisters on mouth,loss of appetite,lameness,foot and mouth
sheep,10,102.9,loss of appetite,lameness,sores on hooves,foot and mouth
cow,6,101.7,loss of appetite,painless lumps,depression,lumpy virus
goat,3,104.1,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
sheep,8,100.6,chills,chest discomfort,swelling in abdomen,anthrax
cow,7,100.1,swelling in limb,loss of appetite,difficulty walking,blackleg
buffalo,14,104.1,sweats,shortness of breath,fatigue,anthrax
buffalo,6,102.2,fatigue,chills,chest discomfort,anthrax
buffalo,5,102.6,blisters on mouth,lameness,loss of appetite,foot and mouth
cow,2,102.1,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,5,103.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,8,100.0,crackling sound,difficulty walking,loss of appetite,blackleg
sheep,7,104.7,chest discomfort,crackling sound,cough,pneumonia
cow,11,103.4,difficulty walking,sores on hooves,loss of appetite,foot and mouth
cow,4,103.6,chest discomfort,shortness of breath,swelling in neck,anthrax
sheep,3,104.6,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
sheep,4,104.7,chest discomfort,cough,loss of appetite,pneumonia
cow,11,101.3,painless lumps,depression,loss of appetite,lumpy virus
cow,3,102.4,sores on gums,lameness,loss of appetite,foot and mouth
buffalo,6,100.0,depression,painless lumps,loss of appetite,lumpy virus
goat,8,101.8,shortness of breath,depression,crackling sound,pneumonia
buffalo,8,101.1,difficulty walking,loss of appetite,sores on gums,foot and mouth
sheep,7,104.5,sores on tongue,difficulty walking,loss of appetite,foot and mouth
cow,1,101.3,depression,loss of appetite,crackling sound,blackleg
sheep,2,102.7,crackling sound,depression,shortness of breath,pneumonia
cow,3,104.4,loss of appetite,painless lumps,depression,lumpy virus
goat,9,100.4,sweats,swelling in neck,chills,anthrax
cow,6,100.0,blisters on gums,lameness,loss of appetite,foot and mouth
cow,3,104.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,1,101.3,loss of appetite,depression,painless lumps,lumpy virus
goat,8,100.7,chills,swelling in neck,sweats,anthrax
buffalo,9,100.0,nasal discharge,chest discomfort,crackling sound,pneumonia
buffalo,15,104.1,loss of appetite,painless lumps,depression,lumpy virus
goat,4,100.4,loss of appetite,difficulty walking,sores on tongue,foot and mouth
sheep,1,103.7,loss of appetite,crackling sound,difficulty walking,blackleg
buffalo,2,102.2,shortness of breath,chest discomfort,swelling in extremities,anthrax
sheep,7,100.6,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,12,102.4,shortness of breath,fatigue,swelling in neck,anthrax
goat,9,104.5,swelling in neck,sweats,shortness of breath,anthrax
buffalo,4,100.7,lameness,blisters on gums,loss of appetite,foot and mouth
cow,5,101.7,loss of appetite,crackling sound,depression,blackleg
sheep,10,100.8,sores on gums,lameness,loss of appetite,foot and mouth
sheep,7,103.6,blisters on mouth,loss of appetite,lameness,foot and mouth
buffalo,5,100.1,loss of appetite,swelling in muscle,crackling sound,blackleg
cow,8,104.4,lameness,loss of appetite,sores on mouth,foot and mouth
buffalo,1,102.2,loss of appetite,crackling sound,depression,blackleg
goat,9,100.8,loss of appetite,swelling in muscle,depression,blackleg
buffalo,3,102.8,fatigue,swelling in abdomen,chest discomfort,anthrax
sheep,4,101.9,loss of appetite,sores on gums,lameness,foot and mouth
buffalo,1,101.9,painless lumps,depression,loss of appetite,lumpy virus
sheep,8,104.4,chills,fatigue,shortness of breath,anthrax
sheep,2,101.9,loss of appetite,painless lumps,depression,lumpy virus
cow,6,101.6,depression,painless lumps,loss of appetite,lumpy virus
goat,4,103.9,depression,loss of appetite,painless lumps,lumpy virus
goat,4,103.8,depression,swelling in muscle,loss of appetite,blackleg
cow,7,101.1,lameness,depression,swelling in muscle,blackleg
sheep,10,101.3,nasal discharge,depression,shortness of breath,pneumonia
sheep,3,101.7,crackling sound,loss of appetite,chest discomfort,pneumonia
sheep,10,102.9,depression,loss of appetite,crackling sound,blackleg
cow,11,100.1,swelling in extremities,sweats,chest discomfort,anthrax
goat,8,104.2,shortness of breath,crackling sound,loss of appetite,pneumonia
cow,2,104.1,depression,difficulty walking,crackling sound,blackleg
buffalo,3,104.4,nasal discharge,crackling sound,loss of appetite,pneumonia
cow,3,101.8,crackling sound,swelling in muscle,loss of appetite,blackleg
goat,9,102.1,sweats,shortness of breath,chest discomfort,anthrax
cow,1,104.0,shortness of breath,fatigue,chest discomfort,anthrax
sheep,5,101.6,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
cow,14,102.0,depression,loss of appetite,painless lumps,lumpy virus
sheep,5,103.7,depression,painless lumps,loss of appetite,lumpy virus
cow,1,100.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,3,102.3,chest discomfort,nasal discharge,crackling sound,pneumonia
goat,3,100.2,loss of appetite,depression,cough,pneumonia
buffalo,14,100.6,blisters on mouth,lameness,loss of appetite,foot and mouth
sheep,1,104.2,crackling sound,shortness of breath,cough,pneumonia
cow,7,100.6,loss of appetite,depression,painless lumps,lumpy virus
sheep,4,101.9,sweats,fatigue,swelling in extremities,anthrax
cow,5,101.1,nasal discharge,crackling sound,chest discomfort,pneumonia
goat,4,103.1,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,104.8,difficulty walking,blisters on gums,loss of appetite,foot and mouth
buffalo,10,102.4,crackling sound,loss of appetite,depression,blackleg
cow,6,100.1,sweats,swelling in extremities,fatigue,anthrax
cow,11,100.2,nasal discharge,chest discomfort,depression,pneumonia
sheep,3,104.5,lameness,loss of appetite,blisters on gums,foot and mouth
cow,9,103.3,nasal discharge,chest discomfort,depression,pneumonia
buffalo,1,102.6,depression,loss of appetite,painless lumps,lumpy virus
goat,6,104.7,shortness of breath,sweats,swelling in extremities,anthrax
goat,10,102.3,shortness of breath,sweats,chest discomfort,anthrax
cow,2,103.5,depression,loss of appetite,painless lumps,lumpy virus
goat,6,100.5,loss of appetite,depression,crackling sound,blackleg
sheep,8,103.2,depression,nasal discharge,cough,pneumonia
buffalo,13,102.4,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,100.5,loss of appetite,difficulty walking,depression,blackleg
sheep,7,104.0,loss of appetite,swelling in limb,lameness,blackleg
sheep,4,104.8,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,4,101.9,fatigue,shortness of breath,chills,anthrax
buffalo,5,103.9,chest discomfort,swelling in abdomen,fatigue,anthrax
buffalo,6,101.1,cough,crackling sound,nasal discharge,pneumonia
buffalo,9,103.4,loss of appetite,crackling sound,swelling in muscle,blackleg
goat,8,103.0,lameness,depression,loss of appetite,blackleg
buffalo,12,103.2,loss of appetite,depression,painless lumps,lumpy virus
cow,9,101.7,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
cow,10,100.8,depression,painless lumps,loss of appetite,lumpy virus
goat,1,103.4,shortness of breath,fatigue,chills,anthrax
buffalo,8,102.9,swelling in muscle,lameness,crackling sound,blackleg
cow,9,104.3,loss of appetite,depression,painless lumps,lumpy virus
cow,15,102.4,crackling sound,cough,loss of appetite,pneumonia
buffalo,9,100.8,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,15,101.6,nasal discharge,cough,shortness of breath,pneumonia
buffalo,11,100.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,100.6,depression,loss of appetite,painless lumps,lumpy virus
cow,10,100.8,chills,shortness of breath,sweats,anthrax
goat,4,100.3,depression,swelling in muscle,lameness,blackleg
sheep,4,104.9,depression,nasal discharge,loss of appetite,pneumonia
goat,7,100.1,swelling in abdomen,sweats,chills,anthrax
buffalo,2,102.5,loss of appetite,cough,shortness of breath,pneumonia
goat,6,100.6,loss of appetite,lameness,sores on gums,foot and mouth
goat,1,104.7,swelling in muscle,lameness,loss of appetite,blackleg
cow,5,101.1,chest discomfort,sweats,chills,anthrax
cow,10,102.3,depression,painless lumps,loss of appetite,lumpy virus
sheep,4,103.6,loss of appetite,lameness,blisters on tongue,foot and mouth
sheep,9,100.2,difficulty walking,crackling sound,depression,blackleg
cow,8,105.0,loss of appetite,crackling sound,depression,blackleg
sheep,6,103.1,loss of appetite,crackling sound,difficulty walking,blackleg
goat,10,100.5,crackling sound,swelling in limb,depression,blackleg
goat,3,100.1,swelling in neck,sweats,shortness of breath,anthrax
goat,10,101.1,fatigue,swelling in neck,sweats,anthrax
cow,13,104.9,loss of appetite,nasal discharge,shortness of breath,pneumonia
cow,15,102.0,painless lumps,loss of appetite,depression,lumpy virus
sheep,4,104.9,chills,fatigue,shortness of breath,anthrax
sheep,9,104.5,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,6,104.4,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,5,102.9,chest discomfort,sweats,fatigue,anthrax
buffalo,11,102.6,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,102.1,chest discomfort,fatigue,shortness of breath,anthrax
cow,14,104.6,chills,fatigue,shortness of breath,anthrax
buffalo,2,101.1,lameness,blisters on gums,loss of appetite,foot and mouth
cow,11,101.3,shortness of breath,sweats,swelling in neck,anthrax
sheep,2,102.5,loss of appetite,depression,difficulty walking,blackleg
cow,5,101.0,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,8,104.8,shortness of breath,sweats,swelling in neck,anthrax
buffalo,2,100.5,chills,chest discomfort,shortness of breath,anthrax
buffalo,2,100.7,cough,depression,crackling sound,pneumonia
cow,11,101.1,swelling in limb,lameness,depression,blackleg
sheep,3,104.1,loss of appetite,depression,crackling sound,blackleg
buffalo,2,102.1,painless lumps,loss of appetite,depression,lumpy virus
cow,5,101.8,shortness of breath,fatigue,chills,anthrax
buffalo,10,100.7,lameness,loss of appetite,crackling sound,blackleg
buffalo,4,104.0,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
sheep,5,100.4,crackling sound,lameness,depression,blackleg
sheep,6,104.5,loss of appetite,chest discomfort,cough,pneumonia
buffalo,2,102.5,fatigue,swelling in extremities,chills,anthrax
buffalo,5,102.6,loss of appetite,lameness,blisters on gums,foot and mouth
cow,15,103.9,crackling sound,chest discomfort,shortness of breath,pneumonia
goat,9,101.3,loss of appetite,cough,shortness of breath,pneumonia
sheep,7,102.7,crackling sound,difficulty walking,loss of appetite,blackleg
sheep,5,103.5,loss of appetite,difficulty walking,crackling sound,blackleg
buffalo,1,102.3,loss of appetite,crackling sound,difficulty walking,blackleg
cow,3,103.1,loss of appetite,swelling in limb,depression,blackleg
sheep,2,100.6,shortness of breath,sweats,fatigue,anthrax
buffalo,6,101.4,difficulty walking,loss of appetite,sores on tongue,foot and mouth
sheep,2,102.3,loss of appetite,painless lumps,depression,lumpy virus
goat,8,101.4,difficulty walking,swelling in limb,depression,blackleg
sheep,7,100.6,nasal discharge,shortness of breath,crackling sound,pneumonia
cow,9,100.7,sweats,chest discomfort,fatigue,anthrax
buffalo,12,101.8,swelling in muscle,lameness,depression,blackleg
buffalo,12,102.2,depression,loss of appetite,painless lumps,lumpy virus
sheep,2,100.2,crackling sound,shortness of breath,loss of appetite,pneumonia
goat,3,101.4,loss of appetite,depression,painless lumps,lumpy virus
cow,8,101.6,crackling sound,lameness,swelling in muscle,blackleg
goat,5,101.4,loss of appetite,painless lumps,depression,lumpy virus
sheep,7,104.6,loss of appetite,sores on gums,lameness,foot and mouth
cow,14,102.8,swelling in limb,loss of appetite,depression,blackleg
sheep,2,102.8,crackling sound,cough,chest discomfort,pneumonia
cow,3,101.2,loss of appetite,crackling sound,swelling in limb,blackleg
sheep,8,101.9,loss of appetite,swelling in muscle,difficulty walking,blackleg
cow,7,103.1,chest discomfort,shortness of breath,fatigue,anthrax
sheep,3,100.6,blisters on mouth,loss of appetite,lameness,foot and mouth
goat,2,104.4,chills,fatigue,sweats,anthrax
sheep,10,102.4,crackling sound,nasal discharge,shortness of breath,pneumonia
cow,1,102.7,chills,sweats,fatigue,anthrax
buffalo,14,101.6,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,1,101.9,shortness of breath,loss of appetite,nasal discharge,pneumonia
goat,8,105.0,depression,shortness of breath,crackling sound,pneumonia
cow,1,101.4,swelling in neck,shortness of breath,chest discomfort,anthrax
goat,9,101.3,shortness of breath,chills,chest discomfort,anthrax
buffalo,3,102.4,lameness,loss of appetite,blisters on mouth,foot and mouth
